External_ID__c,Name,Addendum__c,Admin_Only__c,Affadavit_Tearsheet_Both__c,BLDSH_CAS__c,BLDSH_Price_Factor__c,Base_Price__c,Bundle_Wrapper__c,Configured_Package_Code__c,Consulting_Services_Addendum__c,Contract_Length__c,Contract_Product__c,Create_1X_Pair__c,Custom_Price__c,DCC_Project_Type__c,DCPBE_Region__c,DPPE_CAS__c,DPPE_Geo_Factor__c,DPPE_Price_Factor__c,DPPE_Project_Factor__c,Data_Content_Line__c,Data_Services_Addendum__c,Default_Assignee__c,Deferred_Revenue_Account__c,Delivery_Frequency__c,Delivery_Method__c,Department__c,Description,Discretionary__c,DisplayUrl,Do_Not_Fulfill__c,Do_Not_Integrate_to_NS__c,Estimated_Delivery_Days__c,Family,Firm_Type__c,FulFillment_Renewal_Action__c,Fulfillment_Family__c,Fulfillment_New_Action__c,Fulfillment_Team__c,GL_Account_NBR__c,Generate_Fulfillment_Case__c,Geo_Compnents_Allowed_or_Required__c,Geo_Url__c,Geo__c,Has_PriceBook_Entry__c,Has_Price_Dimension__c,Horizon_Fulfilled_1X_Product__c,Horizon_Rate_Code__c,Included_in_Dataload__c,IsActive,Is_An_Option__c,Is_BI_Seats_required__c,Is_Component_Dynamic__c,Is_Deferred__c,Is_Geo_Required__c,Is_Project_Billiing_Schedule__c,Is_Shipping_Required__c,Item_can_be_fulfilled__c,Item_for_Sale_or_Resale__c,LSI_Price_Factor__c,Legacy_Product__c,MACFDE_CAS__c,MACFDE_Geo_Factor__c,MACFDE_Price_Factor__c,MACFDE_Project_Factor__c,MKTSH_CAS__c,MKTSH_Geo_Factor__c,MKTSH_History_Factor__c,MKTSH_Price_Factor__c,MKTSH_Project_Factor__c,Market_Look__c,Market_Track__c,Metro_Insight__c,Milestone_Based_Product__c,NS_Error__c,NS_ID__c,NS_RevRec_Rule__c,Non_Inventory_Service__c,Package_Code_Number__c,Package_Description__c,Package__c,Pricing_Model__c,ProductCode,Product_Catalog__c,Product_Details__c,Product_Line__c,Product_Platform_Summary__c,Product_Segment__c,Product_Sub_Segment__c,Product_Type__c,Product_Unit_Code__c,Project_Category__c,Project_Type__c,Provisioning_Queue__c,Provisioning_Team__c,QLEGrouping__c,QLE_Button__c,QuantityUnitOfMeasure,Revenue_Account__c,Revenue_Recognition__c,Revenue_Type__c,SBQQ__AssetAmendmentBehavior__c,SBQQ__AssetConversion__c,SBQQ__BatchQuantity__c,SBQQ__BillingFrequency__c,SBQQ__BillingType__c,SBQQ__BlockPricingField__c,SBQQ__ChargeType__c,SBQQ__Component__c,SBQQ__CompoundDiscountRate__c,SBQQ__ConfigurationEvent__c,SBQQ__ConfigurationFieldSet__c,SBQQ__ConfigurationFields__c,SBQQ__ConfigurationFormTitle__c,SBQQ__ConfigurationType__c,SBQQ__ConfigurationValidator__c,SBQQ__ConfiguredCodePattern__c,SBQQ__ConfiguredDescriptionPattern__c,SBQQ__CostEditable__c,SBQQ__CostSchedule__c,SBQQ__CustomConfigurationPage__c,SBQQ__CustomConfigurationRequired__c,SBQQ__CustomerCommunityAvailability__c,SBQQ__DefaultPricingTable__c,SBQQ__DefaultQuantity__c,SBQQ__DescriptionLocked__c,SBQQ__DiscountCategory__c,SBQQ__DiscountSchedule__c,SBQQ__DynamicPricingConstraint__c,SBQQ__EnableLargeConfiguration__c,SBQQ__ExcludeFromMaintenance__c,SBQQ__ExcludeFromOpportunity__c,SBQQ__ExternallyConfigurable__c,SBQQ__GenerateContractedPrice__c,SBQQ__HasConfigurationAttributes__c,SBQQ__HasConsumptionSchedule__c,SBQQ__Hidden__c,SBQQ__HidePriceInSearchResults__c,SBQQ__IncludeInMaintenance__c,SBQQ__NewQuoteGroup__c,SBQQ__NonDiscountable__c,SBQQ__NonPartnerDiscountable__c,SBQQ__OptionLayout__c,SBQQ__OptionSelectionMethod__c,SBQQ__Optional__c,SBQQ__PriceEditable__c,SBQQ__PricingGuidance__c,SBQQ__PricingMethodEditable__c,SBQQ__PricingMethod__c,SBQQ__ProductPictureID__c,SBQQ__QuantityEditable__c,SBQQ__QuantityScale__c,SBQQ__ReconfigurationDisabled__c,SBQQ__RenewalProduct__c,SBQQ__SortOrder__c,SBQQ__Specifications__c,SBQQ__SubscriptionBase__c,SBQQ__SubscriptionCategory__c,SBQQ__SubscriptionPercent__c,SBQQ__SubscriptionPricing__c,SBQQ__SubscriptionTarget__c,SBQQ__SubscriptionTerm__c,SBQQ__SubscriptionType__c,SBQQ__TaxCode__c,SBQQ__Taxable__c,SBQQ__TermDiscountLevel__c,SBQQ__TermDiscountSchedule__c,SBQQ__UpgradeCredit__c,SBQQ__UpgradeRatio__c,SBQQ__UpgradeSource__c,SBQQ__UpgradeTarget__c,SaaS_Addendum__c,SearchFilter__c,Service_Type__c,Should_Be_Segmented__c,Source_platform_system__c,Summary_Line__c,Type__c,Zone_Type__c
EX-20230920.01,Project Milestone,,false,,,,,false,,false,,,false,false,,,,,,,false,false,,,,Fulfillment Case,,"project milestones/phases configured on Milestone / Project Products  
entry of  project dates and milestone percentages",,,false,false,,Marketing Solutions,,N/A,,Project Phase,,,true,,,Local/MSA,true,false,false,,false,true,true,false,false,false,false,false,false,false,,,false,,,,,,,,,,false,false,false,true,,,,,,,,,PMilestone,,,Advisory,,,,Marketing,,,,false,,,Other,,,,1X,Default,One per quote line,,One Time,,Quantity,,true,,,,,,,,,,false,,,false,,,1,false,,,,false,false,true,false,,false,false,false,true,false,false,true,false,,Click,false,false,,false,List,,false,,false,,10,,List,,,,,,Renewable,,false,,,,,,,false,,,false,,false,1X,
